등급,번호,상호명,소재지,회차
2등,22,하얀꽃집,충북 옥천군 관성로 50,276
2등,23,서울로또방,충북 옥천군 삼금로 8,276
2등,24,논산복권방,충남 논산시 계백로 1016,276
2등,25,우리별텔레콤(SK백석),충남 천안시 서북구 백석로 116 상가101호,276
2등,26,한진롯또대박판매점,전북 고창군 복분자로 900,276
2등,27,동아전업사,전북 전주시 덕진구 기린대로 691-2,276
2등,28,로또코사25시,경북 경산시 계양동  669-4,276
2등,29,에버빌마트,경북 안동시 강남5길 102 에버빌마트 1층,276
2등,30,GS25(김해가야),경남 김해시 부원동  610-33,276
2등,31,gs25창원진성점,경남 창원시 용호동  73-14 진성빌딩,276
2등,1,강동로또,서울 강동구 상일동  207 지하,277
2등,2,로또명당,서울 강서구 방화동  168-38  101호,277
2등,3,행운복권방,서울 강서구 염창동  265-1 양화진빌딩 102,277
2등,4,연세,서울 동작구 노량진동  27-10  1층 24시편의점,277
2등,5,교통카드충전,서울 서초구 서초대로77길 3,277
2등,6,복권나라,서울 송파구 백제고분로32길 23 1층복권나라,277
2등,7,복권방,서울 양천구 신정동  972-1 1층,277
2등,8,행운복권,서울 영등포구 대림동  665-8,277
2등,9,용산역사정보통신,서울 용산구 한강로3가  40-999 SPACE9 전자전문점 3층 306,277
2등,10,셀프카메라,부산 부산진구 가야대로443번길 30,277
2등,11,운수대통복권방,부산 부산진구 전포대로200번길 13,277
2등,12,-,부산 사상구 모라동  505-7 바이더웨이편의점내,277
2등,13,비치슈퍼,부산 수영구 광안해변로 122 비치B상가지하 110호,277
2등,14,한솔사,인천 미추홀구 경인로 384 1층 1호,277
2등,15,버스매표소447,인천 동구 송림동  50-120,277
2등,16,복권전문점,인천 부평구 원적로 437,277
2등,17,천하복권방,인천 중구 신포로 19,277
2등,18,조은꿈,"광주 북구 비엔날레로 55 상가동 1층 2호(용봉동, 현대아파트)",277
2등,19,대박복권방,경기 고양시 일산동구 장항로 329,277
2등,20,코사마트롯데점,경기 광명시 디지털로33번길 23,277
2등,21,천하명당복권방,경기 수원시 권선구 세류동 세류동 1141-5,277
2등,22,사격장매표소,경기 시흥시 은행동  99-2,277
2등,23,천하명당복권방,경기 안성시 중앙로 424,277
2등,24,복권 마을,경기 안양시 동안구 흥안대로133번길 4 제1동 제1층 제104호,277
2등,25,슈퍼맨편의점,강원 강릉시 경강로 2113 꽃사슴복권방,277
2등,26,행운의시작복권전문점,강원 삼척시 사대안길 5 8통1반,277
2등,27,복권나라,강원 원주시 북원로 2706 1층,277
2등,28,대박찬스,충북 청주시 흥덕구 가경로161번길 3,277
2등,29,금전산복권방,전남 순천시 연향1로 17-1 금전산복권방,277
2등,30,홈런복권방,경북 영덕군 남석길 57,277
2등,31,지하상가,제주 제주시 연동  281-19,277
2등,1,523마트,서울 강서구 등촌1동  633-7 1층,278
2등,2,노다지복권방,서울 서대문구 충정로 73 1층,278
2등,3,G마트,서울 영등포구 디지털로 387,278
2등,4,로또방,서울 영등포구 영중로 12,278
2등,5,명동2호점,서울 중구 남창동  50-57 남대문상가 1-68,278
2등,6,코사한마음유통,"대구 달서구 월성로 20 105-1호,건도파라다이스",278
2등,7,행운복권편의점,인천 남동구 구월남로 286-2 1층,278
2등,8,복권전문점,인천 부평구 원적로 437,278
2등,9,쌍암로또,광주 광산구 상무대로 411 1층,278
2등,10,현대슈퍼,광주 서구 쌍촌동  970-24,278
2등,11,동키호테편의점,광주 서구 풍금로38번길 23,278
2등,12,가나25시,대전 중구 선화로 8,278
2등,13,영화유통 (1등복권방),울산 남구 신정로 19 삼성아파트 상가 204-101,278
2등,14,버스표판매소,경기 고양시 덕양구 화신로 76 가라뫼한전앞 버스정류장,278
2등,15,명동슈퍼,"경기 광명시 디지털로 17 1동 107호(철산동, (주)티오티비 오렌지타운)",278
2등,16,한국슈퍼,경기 부천시 원종로35번길 24 한울빌리지 상가101호,278
2등,17,은하복권방,경기 부천시 원미구 중동 중동 1033 우신빌딩 101호 GS25 중동은하점,278
2등,18,이플러스,경기 수원시 영통구 매탄동 매탄동 153-14,278
2등,19,왕대박복권,경기 수원시 장안구 연무동 연무동 233-16,278
2등,20,플러스마트,경기 시흥시 큰솔로 42 102호,278
2등,21,대박행진 복권랜드,경기 파주시 금빛로 22 금촌프라자107호,278
2등,22,희망복권방,강원 강릉시 임영로 165,278
2등,23,로또한마당,강원 철원군 명성로 172-1,278
2등,24,천금복권방,충북 청주시 상당구 쇠내로 150-1,278
2등,25,현대장미슈퍼,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호,278
2등,26,미래유통,전남 목포시 영산로 623,278
2등,27,복권명당,경북 경산시 경안로 214,278
2등,1,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,279
2등,2,행운복권방,서울 서대문구 북가좌동  105-1,279
2등,3,-,서울 서초구 잠원동  19-1 1층 바이더웨이 잠원제일점,279
2등,4,원마트,서울 중랑구 중화동  312-43,279
2등,5,천자도서,부산 동래구 명륜1동  533-95,279
2등,6,로또복권판매점,대구 북구 복현동  459-6,279
2등,7,세진전자통신,대구 서구 서대구로 156,279
2등,8,백송마트,광주 광산구 월계로 110 104호,279
2등,9,역전25시복권방,대전 동구 정동  1-1,279
2등,10,우리들 성남점,울산 중구 성남동  68-9,279
2등,11,하나유통,경기 고양시 덕양구 화신로260번길 66,279
2등,12,훼미리(탄현센스빌),경기 고양시 일산서구 탄현동 탄현동 1574-7,279
2등,13,대박찬스,경기 남양주시 장현로 111 1층1호,279
2등,14,메트로 세븐,경기 부천시 원미구 역곡동 역곡동 230 역곡역사 북쪽부스,279
2등,15,GS25(성남중원),경기 성남시 중원구 중동 중동 335,279
2등,16,한양복권방,경기 수원시 권선구 삼천병마로 1592-3,279
2등,17,로또 명당 가두판매점,경기 안양시 동안구 경수대로 848-2,279
2등,18,황금대박 복권나라,경기 용인시 처인구 금령로85번길 16,279
2등,19,로또판매점,경기 포천시 호국로 1900,279
2등,20,로또명당,충남 천안시 성환읍 매주리 매주리 88-10,279
2등,21,GS25쌍용한빛점,충남 천안시 쌍용동  1680,279
2등,22,태진유통,전북 정읍시 중앙로 231 문구플러스 옆,279
2등,23,코사마트 세진점,전남 목포시 해안로249번길 17 CU편의점,279
2등,24,불국사명당복권,경북 경주시 산업로 3033,279
2등,25,예스복권,경북 구미시 상모동  49-1,279
2등,26,복권명당,경북 영주시 휴천동  320-19,279
2등,27,그린파워녹즙기,경북 포항시 남구 대도동 대도동 91-19,279
2등,1,교통카드판매대,서울 강동구 상일로15길 18 1층,280
2등,2,대화식품,서울 금천구 가산로 58,280
2등,3,가판대,서울 노원구 월계동  65-1 석계역앞,280
2등,4,주택복권,서울 양천구 신월동  921-1,280
2등,5,로또방,서울 영등포구 영중로 12,280
2등,6,Centre Point 금곡,부산 북구 금곡동  57-7,280
2등,7,남일로또,부산 서구 동대신동2가  331-1,280
2등,8,훼미리마트(입석강변),대구 동구 입석동  933-2,280
2등,9,로또구암점,대구 북구 동천동  915 화성3차아파트상가 101  102호,280
2등,10,짱25시,대구 수성구 달구벌대로 2610 세븐일레븐남부점내(좌측2번째상가),280
2등,11,협화승차권판매,대구 중구 상서동  17 앞도로,280
2등,12,럭키복권방,인천 부평구 부평동  199-20 가나베스텔 105호,280
2등,13,행운깜찍이복권방,대전 서구 변동  46-1번지,280
2등,14,우리들 복권방,울산 울주군 온양읍 대안리 대안리 406-1  1층,280
2등,15,복권방,경기 군포시 당동로 8,280
2등,16,7복권방,"경기 수원시 권선구 매송고색로 873 A동 122호, 수원공구유통타운",280
2등,17,일죽휴게소복권,경기 안성시 일죽면 월정리 월정리 481-4,280
2등,18,복권나라,경기 양평군 양근로190번길 2 1층,280
2등,19,훼미리마트(동해발한),강원 동해시 발한동  34-1,280
2등,20,두꺼비 로또,강원 원주시 단구동  1673-14,280
2등,21,당진복권방,충남 당진시 교동길 140,280
2등,22,제이민 온천복권,충남 아산시 번영로217번길 25 웨이스탑 편의점,280
2등,23,훼미리마트(익산금마),전북 익산시 금마면 동고도리 동고도리 861-4,280
2등,24,로또복권신음훼미리마,경북 김천시 혁신로 185 메타폴리스상가 120호,280
2등,25,로또판매점,경북 상주시 상서문로 59,280
2등,26,나우리편의점,경남 거제시 거제중앙로 1904,280
2등,27,복권천국,경남 양산시 중주동  693-2,280
2등,1,광나루복권방,서울 광진구 아차산로 591,281
2등,2,복권방,서울 광진구 광장동  453-1 삼성상가 1층,281
2등,3,평강슈퍼,서울 노원구 노해로75길 14-2 중앙빌딩1층,281
2등,4,성대 식품,서울 동작구 사당동  1030-20,281
2등,5,로또환타지,서울 서대문구 홍제동  169-10    1층,281
2등,6,노다지복권방,서울 성동구 성수동2가  289-306 1층 3호,281
2등,7,경남수퍼행운복권방,서울 양천구 목3동  606-13,281
2등,8,종로3가 출구2 가판82,서울 종로구 돈화문로 23 가판,281
2등,9,서울수퍼,서울 중랑구 동일로 809-1,281
2등,10,문현로또점,부산 남구 문현동  60-2,281
2등,11,명문수퍼,부산 북구 만덕대로 82,281
2등,12,로또25시,부산 사하구 하단동  525-24,281
2등,13,하나로로또복권방,부산 사하구 하단동  490-7,281
2등,14,㈜ Cspace 다대제일점,부산 사하구 다대동  820-12  4/5,281
2등,15,보람복권판매점,부산 연제구 연산2동  1363-15,281
2등,16,은성동대구역,대구 동구 신암동  294 동대구역내 음반매장,281
2등,17,로또복권 Gateway25점,대구 북구 구암로 306 cu 구암대로점,281
2등,18,로또판매점,인천 남동구 간석1동  901-54,281
2등,19,로또판매점,인천 부평구 안남로 279,281
2등,20,복권왕국,대전 서구 동서대로1047번길 2,281
2등,21,금일복권방,대전 서구 만년동  342 코리아세븐만년2호점,281
2등,22,으뜸복권방,경기 성남시 분당구 성남대로 151 엠코헤리츠 1층110호,281
2등,23,행운이가득한집,경기 안산시 상록구 건건로 28 동호상가B-14호,281
2등,24,GS25(안산신영),경기 안산시 상록구 본오동 본오동 874-12 신영B/D103 104,281
2등,25,복권 마을,경기 안양시 동안구 흥안대로133번길 4 제1동 제1층 제104호,281
2등,26,복권 마을,경기 안양시 동안구 흥안대로133번길 4 제1동 제1층 제104호,281
2등,27,복권마당,경기 연천군 전곡로144번길 10 1층,281
2등,28,노다지복권방,경기 오산시 오산로 298-1,281
2등,29,컴닥터복권방,경기 용인시 수지구 풍덕천동 풍덕천동 239-3 중앙 빌딩 104호,281
2등,30,광성슈퍼,경기 용인시 수지구 풍덕천로140번길 9-1,281
2등,31,로또판매점,경기 포천시 호국로 1900,281
2등,32,로또BANK,충남 공주시 공주대학로 95,281
2등,33,훼미리로또(북구흥해),경북 포항시 북구 흥해읍 흥해읍 242-10 훼미리마트 내,281
2등,34,삼성복권마트,경남 김해시 평전로 20 우리24시슈퍼 내 좌측 복권판매점,281
2등,35,고봉로또,경남 산청군 산청읍 산청리 산청리 193-13,281
2등,36,도계로또토토판매점,경남 창원시 도계동  410-1,281
2등,37,부산식품,경남 창원시 성산구 마디미로 28 상남시장 1층E- 104호,281
2등,1,로또천국,서울 광진구 군자동  345,282
2등,2,가판대,서울 노원구 월계동  65-1 석계역앞,282
2등,3,돼지슈퍼,서울 도봉구 삼양로 628,282
2등,4,영진로또판매점,서울 성동구 성수동1가  656-396 1층 일부,282
2등,5,PLUS ONE 365,서울 영등포구 선유로 106-1,282
2등,6,JU-MART복권,서울 중랑구 면목동  17-39,282
2등,7,대영당안경원,부산 동래구 충렬대로237번길 9,282
2등,8,제일복권방,부산 부산진구 부전동  524-37,282
2등,9,조이마트,부산 북구 금곡동  1885 화명리버빌2차상가 101,282
2등,10,SEVEN 스토아,부산 해운대구 반여동  1441-125,282
2등,11,패밀리마트만촌점,대구 수성구 동대구로59길 14-2 102호 미양식당,282
2등,12,복권천국(수성점),대구 수성구 수성로 263,282
2등,13,복권,인천 남동구 간석동  913-21,282
2등,14,훼미리마트(광주오치),광주 북구 오치동  977-8,282
2등,15,노다지복권방,대전 동구 계족로 393,282
2등,16,금두꺼비복권방,경기 고양시 일산서구 강성로 263 재성빌딩1층,282
2등,17,로또판매점(복권방),경기 군포시 당동  921-5 금강프라자 1-106호,282
2등,18,명당복권방,경기 남양주시 창현로 7,282
2등,19,형제상회,경기 부천시 부일로 752,282
2등,20,Q복권방,경기 부천시 옥산로 152,282
2등,21,TP텔레콤(널븐정보통),경기 성남시 수정구 태평1동 태평1동 6512-1번지,282
2등,22,베스토아,경기 오산시 대호로 104,282
2등,23,터미널로또복권,경기 포천시 선단동  42-2 수창상가 1층,282
2등,24,진평양행,강원 강릉시 임영로 107,282
2등,25,두꺼비 로또,강원 원주시 단구동  1673-14,282
2등,26,로또베스트원,충북 청주시 흥덕구 부모산로 4,282
2등,27,로또복권두정점,충남 천안시 서북구 두정로 251 대원빌딩104호,282
2등,28,동광할인마트 내 한국복권,전남 광양시 광영동  802-1,282
2등,29,텔레콤&로또,전남 장성군 장성읍 영천리 영천리 1029,282
2등,30,로또복권애니타임점,경북 구미시 인동중앙로11길 24 애니타임편의점 내,282
2등,31,행운복권방,경남 창원시 중앙동  57-18번지 1층 남측방향,282
2등,32,황금복권,제주 제주시 서광로 171,282
2등,1,로또방,서울 강서구 방화동  618-14,283
2등,2,복권명당,서울 관악구 장군봉1길 43 1층,283
2등,3,-,서울 노원구 상계1동  1132-102,283
2등,4,로또판매점,서울 성북구 하월곡동  70-150,283
2등,5,복권방,서울 성북구 동소문로20길 28-4,283
2등,6,믿음슈퍼,서울 송파구 거여동  5-23,283
2등,7,토큰판매소,서울 송파구 양재대로 932 가락몰 2관 1층 2-1호,283
2등,8,다모아복권,서울 영등포구 신풍로 92 103호,283
2등,9,훼미리마트(역촌제일),서울 은평구 역촌동  78-45,283
2등,10,월드24시,서울 은평구 통일로 855-15,283
2등,11,종로행운복권방,서울 종로구 청진동  214,283
