상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
로또복권판매소,서울 마포구 마포대로 44 진도빌딩앞,617 900,2,400 443 649 673 677 692 749 892 1085 1121,10,37.539944,126.947032
아현역3번출구앞가판점,서울 마포구 마포대로 249 아현역3번출구앞,761 788 991 1104,4,546 569 730 770 791 889 926 968 1002 1030 1042 1089 1112,13,37.556521,126.957078
우미6호가판점,서울 서대문구 충정로5길 2,841,1,,0,37.56276,126.96408
가판점,서울 서대문구 신촌로 155,,0,303 342 675 946 1043,5,37.556947,126.943195
가로판매점18호,서울 서대문구 신촌역로 16 주소앞 가판대 이전건,,0,514 661 751 803 1048,5,37.558022,126.943133
토로또가판점,서울 동작구 노량진로 168-2 가판,,0,551 678 1057 1060,4,37.513628,126.944619
토큰박스,서울 동작구 흑석로 106-5 가판점,916,1,442 456 457 712 1037 1046 1094 1095,8,37.507879,126.961438
Q마트,서울 동작구 장승배기로 146,,0,297 855 923 999,4,37.510499,126.94036
LOTTO복권,서울 강남구 언주로70길 10,,0,879,1,37.510076,127.044148
새날,서울 강남구 강남대로84길 23 115호,,0,547 735 742 852,4,37.497136,127.030378
로또,"서울 강남구 테헤란로 410 101호&#40;대치동, 금강타워&#41;",,0,,0,37.504541,127.050706
대박,서울 강남구 일원로3길 66 1층,418 598 682,3,314 870 920 982 1147,5,37.492694,127.085062
가판점,서울 동작구 상도로 246 가판,,0,362 505,2,37.504717,126.945702
가판점,서울 강동구 천호대로 1073 앞 가판점,1109,1,365 447 464 543 636 668 675 675 675 675 675 733 778 782 786 873 938 1057 1145,19,37.536628,127.131357
토큰판매소,서울 강동구 양재대로 1631,,0,492 556 939 991 1075,5,37.551238,127.143749
가판점,서울 강동구 양재대로 1370-1 둔촌역 1번 출구 가판,,0,274,1,37.526928,127.138726
행운마트,서울 강동구 구천면로34길 71,664,1,905,1,37.542875,127.135038
대박가판장,서울 강동구 양재대로 1627 가판점,488 1113,2,314 803,2,37.55092,127.143715
가로판매점,서울 강동구 양재대로 1443,522,1,264 441 446 561 874 919 971,7,37.534924,127.138514
고덕로또복권,서울 강동구 상일로15길 18 1층,627 627 784 839 959 1020,6,280 354 367 714 972 1057 1077,7,37.557685,127.170059
돼지복권,서울 강동구 올림픽로 746 101호,,0,339 639 647 672 718 929 969 1051 1081 1087,10,37.547672,127.126945
베네시티앞가판,서울 강동구 올림픽로 664 대우베네시티cafe7gram앞,622 1017,2,299 340 381 425 632 704 737 869,8,37.540554,127.124976
가로판매점,서울 관악구 과천대로 955,657 1147,2,272 286 313 368 433 448 559 597 739 893 906 908 964 1052 1099 1143,16,37.475948,126.981151
로또 명당 가판점,서울 금천구 남부순환로 1390 가판,634 743 949 1078 1111,5,299 316 323 329 546 610 611 634 649 930 966 979 995 996 1016 1122 1129 1145,18,37.479815,126.905181
버스카드판매대,서울 관악구 신림로 145-2,269 765 860 1011,4,295 297 308 399 545 874 892 897 933 934 956 1022 1043 1079 1087 1094 1119 1133 1135,19,37.47187,126.93328
사당,서울 관악구 과천대로 953,,0,587 627 683 718 736 758 819 941 1107,9,37.475728,126.981447
가로가판대,서울 관악구 시흥대로 572,846 846 846,3,317 413 446 464 588 727 830 846 944 1126,10,37.48392,126.90269
가로판매점,서울 금천구 시흥대로 480 가판,745,1,420 510 655 739 921 949,6,37.47635,126.899064
예술인마을버스판매소,서울 관악구 남부순환로 2056,,0,538 575 620 621 726 762 964 1085,8,37.476302,126.9772
가로판매점,서울 금천구 시흥대로 217,790,1,452 630 682 727 946 1081,6,37.453143,126.900703
88수퍼,서울 금천구 가산로 130,,0,310 384 480 550 660 784 978 1022 1032 1071 1071 1071 1071 1071 1071 1076 1098 1101 1129,19,37.477162,126.892107
교통카드충전소,서울 금천구 시흥대로 398,612 904,2,331 448 671 686 687 697 747 774 779 918 972 1010,12,37.469357,126.898421
신림마트,서울 관악구 남부순환로 1588,,0,431 464 483 543 579 627 627 684 684 684 684 684 715 802 880 890 932 932 964 1007 1046 1132,22,37.48365,126.927056
74호종합가판,서울 종로구 청계천로 111 가판,1115,1,750 901 1123,3,37.568412,126.989854
가로매점,서울 광진구 광나루로 375-1,,0,462 896,2,37.54817,127.071722
가판,서울 광진구 용마산로 55,,0,426 501 573 617 718 846 1025,7,37.55856,127.087561
백악관앞가판,서울 광진구 천호대로 647,,0,410 706 766 807 889 1080 1085 1091,8,37.553261,127.08931
군자로또점,서울 광진구 능동로 295,504,1,1139,1,37.55615,127.078596
아차산역가로판매점,서울 광진구 천호대로 665,,0,502 848 1032 1138,4,37.551722,127.090378
자양사거리가로매점,서울 광진구 자양로 95,268 908 1026,3,389 560 598 644 649 655 676 798 811 830 840 849 897 899 941 968 982 983 996 1002 1002 1015 1035 1040 1065 1099 1108 1109 1116 1125,30,37.536225,127.083202
토큰판매소,서울 송파구 바람드리길 62,546 586 707 811 859 898 1144,7,338 386 453 454 459 496 501 528 538 567 567 611 641 642 689 722 755 765 771 772 775 779 798 800 808 812 853 854 863 870 872 876 885 886 903 929 931 990 1017 1054 1057 1061 1066 1079 1104 1116 1122 1144,48,37.536664,127.122383
치즈마트,서울 송파구 양재대로 932 가락몰 2관 1층 2-1호,762,1,283 643 669 672 959 976,6,37.493474,127.11148
잠실나루역2번출구,서울 송파구 올림픽로37길 109 잠실나루역 2번출구,683 938 955,3,369 379 426 521 556 572 656 675 680 841 853 897 1131,13,37.522403,127.104741
슈퍼전자,서울 강북구 솔샘로 254 삼양빌딩1층14호,457,1,413 438 992,3,37.619301,127.020724
노다지훼밀리,서울 강동구 구천면로 251,653 896,2,772 933 936 968 1132,5,37.542837,127.131275
천하명당 미아점,서울 강북구 솔샘로 283 1층,601,1,342 417 467 689,4,37.618645,127.023953
광산마트,서울 강북구 한천로 1078-1,1091,1,400 421 452 529,4,37.64259,127.023527
복권천하,서울 강북구 월계로7나길 23,400 999 1012,3,392 574 621 651 709 906 1013 1079,8,37.61254,127.032501
잉크와복권,서울 강서구 가로공원로76가길 12,517 750,2,606 921 1039,3,37.533069,126.839625
까치복권방,서울 강서구 가로공원로 208,,0,397 649 676 805 912 912 912 912 912 1087,10,37.537189,126.839131
호미복권방,서울 관악구 인헌4길 9,718,1,457 896 1019 1030 1030 1030 1059 1117,8,37.474532,126.966239
천하명당관악점,서울 관악구 보라매로2길 11,496 941,2,317 502 831 1020 1041,5,37.49009,126.928678
행운나라,서울 관악구 양지길 2-1,,0,652 809 834,3,37.472156,126.932977
한마음,서울 관악구 관악로 211 봉천중앙시장라열4호,467 485 516 639 1087 1103,6,396 427 598 644 737 822 939 945 968 993 1009 1025 1084 1088,14,37.48357,126.95407
1등복권방,서울 관악구 남부순환로 1545,440,1,337 583 747 989 1002 1145,6,37.483488,126.922157
엘도라도복권점문점,서울 광진구 용마산로 47,443 852 866 1094,4,462 468 636 637 655 663 936,7,37.557813,127.087593
복권나라,서울 광진구 동일로24길 68,,0,562 710 846,3,37.542864,127.068627
프로또마트,서울 구로구 고척로 156 1층4호,923,1,515 536 542 774 866 1030 1111,7,37.503186,126.851188
서하네,서울 구로구 개봉로20길 66,842,1,292 333 406 534 724 805 841 860 877 878 891 953 1030 1094 1126 1127 1145,17,37.493345,126.858009
광장하이퍼,서울 구로구 경인로53길 15 중앙유통단지C-05,1023,1,605 992,2,37.500893,126.874562
스포츠토토,서울 구로구 시흥대로 577-11 103호,,0,273 558 886 896 936 993 1068 1098,8,37.484495,126.901834
성원,서울 구로구 구로동로26길 65 외1필지1층,,0,512 838 873,3,37.490022,126.887799
복권명당,서울 노원구 동일로 1032,,0,657 707 771 802 919 922 969 987,8,37.622376,127.07442
복권방 담배,서울 도봉구 도당로 91,711 1086 1107,3,324 427 662 755 826 905 910 1133,8,37.665692,127.036948
천하명당복권방,서울 동대문구 전농로 105-1,606,1,713 896 908 954 980 1003 1134 1134,8,37.574412,127.057284
행운복권방,서울 동대문구 사가정로2길 134,,0,1136,1,37.567371,127.055871
노다지,서울 동대문구 한천로 55,1012,1,708 765 882 987 1000 1040,6,37.566846,127.061809
천하명당,서울 동작구 동작대로33가길 11,,0,594 643 677 956 972,5,37.490143,126.981653
복권나라,서울 동작구 상도로 178 1층 101호,703,1,425 498 678 743 790 820 851 928 1057 1090 1090,11,37.504371,126.938724
용꿈돼지꿈,서울 마포구 마포대로 112-5,777 944 1030,3,274 536 623 673 793 971,6,37.544729,126.952212
태양비디오,서울 중구 동호로 193-22 건물내 CU 편의점,,0,714 751 1089 1121 1148 1148,6,37.55475,127.009227
샌드빈&&#35;40;SANDBEAN&&#35;41;,서울 중구 퇴계로56길 57,,0,262 774 884 884 1037,5,37.561317,127.005557
꿈이현실로,서울 중구 청계천로 182,824 1041,2,356 448 642 712 958 1128,6,37.568574,126.997749
우리마트,서울 중구 창경궁로 11,1019,1,449 880,2,37.563188,126.998161
샛별복권방,서울 중구 동호로10길 12 1층,511 677 1127,3,387 499 599 670 957 972 1098,7,37.55443,127.011917
스태프,서울 종로구 율곡로 55 동신빌딩1층102호,,0,430 489 1122,3,37.576714,126.98541
대박드림,서울 종로구 숭인동길 35,880 1128,2,373 405 442 608 732 888,6,37.576656,127.021799
해피데이,서울 구로구 구로중앙로 216-1 1층,724,1,810 817 853 898 1084 1124 1127,7,37.505304,126.877336
GS25궁동상지점,서울 구로구 부일로15길 29,469 1026,2,424 520 558 887 1013 1149,6,37.494145,126.833045
애니콜플라자,서울 구로구 구로중앙로 31,862,1,469 621 1013,3,37.492528,126.890602
행운복권방,서울 구로구 개봉로3길 20-1 1층 1호&#40;개봉동&#41;,,0,,0,37.486546,126.855025
투데이,서울 동대문구 천호대로 67 1층,986 1002,2,347 564 640 720 893 1041 1112 1112,8,37.574117,127.031013
돈우리,서울 동대문구 한천로 89,,0,446 858 962 984,4,37.569583,127.063986
보성정보통신,서울 동대문구 장한로2길 24,880 939,2,301 324 359 419 436 487 635 724 779 781 836 915 922 932 953 991 1002 1030 1049 1056 1057 1057 1125 1148,24,37.56191,127.066469
필동반점,서울 중구 필동로 15-6,,0,524,1,37.560023,126.996435
문구뱅크,서울 은평구 서오릉로 71 문구뱅크,946,1,362 845 914 1033 1035,5,37.606795,126.922092
지원물산,서울 노원구 공릉로 108,276 411 424 545 841 1037 1082,7,272 304 442 550 552 561 588 619 694 902 956 974 1018 1032 1048 1050 1051,17,37.619831,127.078092
기린통신,서울 노원구 덕릉로 680 101호 보고프라자,,0,321 392 495 596 654 952,6,37.658357,127.075433
한양복권,서울 성동구 용답중앙길 78-1,1113,1,799,1,37.562802,127.053898
명당복권,서울 영등포구 영등포로 235,,0,353 488 582 785,4,37.519561,126.907668
몽곡사,서울 영등포구 버드나루로 51 조광빌딩105호,502 923 1133,3,378 513 515 634 642 793 904 1002 1099 1112,10,37.523068,126.910578
신나라,서울 영등포구 선유로 58,929,1,613 1124 1133,3,37.519068,126.889437
에이원텔레콤,서울 서초구 동광로 70 보배빌딩1층,,0,466 879 929 1072,4,37.492553,126.990256
레몬비 방배역점,서울 서초구 방배로 73 지하층 204-2호,,0,646 694 821,3,37.480886,126.997453
학창&amp;배팅샵,서울 서초구 서초대로26길 3 104호,,0,407 713 899 928,4,37.487651,126.994531
우주문화사,서울 서초구 사평대로2길 10,1081,1,489 609 675 728 747 754 852 892 1062 1089,10,37.497964,126.986208
알파문구반포점,서울 서초구 서래로 37,,0,851,1,37.498369,126.998142
뮤직마트,서울 서초구 강남대로 212,941 969,2,295 373 571 641 670 670 695 754 889 969 1005 1043 1099 1111 1144 1145,16,37.483131,127.036029
드림스튜디오,서울 은평구 서오릉로 160 1층,,0,319 347 474 634 840 888 903 964 992 994 1127,11,37.612504,126.915699
패기통신,서울 도봉구 노해로 389 제일빌딩1층110호,586,1,426 644 1024 1027,4,37.652767,127.051335
헬로마트,서울 도봉구 도봉로170길 8,357 683 768 819 881 926 1060,7,290 571 830 920 952 1024 1102 1134 1138,9,37.680375,127.045962
복권랜드,서울 도봉구 도당로 143 1층 101호,,0,398 595 858 980 1093,5,37.667338,127.042153
커피다,서울 용산구 후암로 81,,0,,0,37.553052,126.976175
9스토아,서울 용산구 이태원로27길 13 지하 1층 편의점,913,1,523 587 812,3,37.533151,126.994191
바로정보,서울 양천구 공항대로 562,,0,309 440 603 702 705 726 767 956 982 1057,10,37.549087,126.867502
스포츠베팅샵,서울 서초구 동산로 48 104호,494 607 660 894,4,336 400 415 773 998 1041,6,37.471324,127.044343
상신프린팅,서울 성동구 마장로 230-1,,0,630 890 928 972,4,37.565995,127.035405
복조리복권방,서울 성동구 광나루로11길 17,,0,543 901,2,37.549533,127.066248
복돼지복권방,서울 성동구 아차산로7길 42,773,1,295 351 566 660 795 797 810 956 1130,9,37.548641,127.055831
천하명당 미마트점,서울 성북구 동소문로2길 13,455 844,2,289 507 568 593 648 669 1080,7,37.588129,127.007238
복권전문점,서울 성북구 돌곶이로27길 48,,0,327 505 768 768 921 995 1001 1050 1052,9,37.611181,127.053018
Proto샵종암점,서울 성북구 종암로19길 7 큰 길쪽 복권방,965,1,848 986 1033 1124,4,37.598377,127.034327
미래상사,서울 송파구 오금로 534 104호,,0,376 569 583 924 979 1101,6,37.492744,127.14811
노다지복권방,서울 송파구 송이로 112 1층,,0,464 534 676 901 1109,5,37.496457,127.121683
복드림,서울 영등포구 양평로 117,504 998,2,353 377 423 450 495 656 731 810 860 899 915 1092 1112,13,37.537376,126.894465
행운예감,서울 영등포구 여의대방로39길 3,,0,332 427 942,3,37.503046,126.92095
드림파크,서울 영등포구 여의대방로 45 삼성상가1층10호,,0,498 638 725 985 1106,5,37.496355,126.911169
천안문복권방,서울 영등포구 도림로 124 1층 103호,,0,464 505 509 544 684 753 810,7,37.492288,126.896211
드림마트,서울 영등포구 신길로54길 1,,0,376 641 668 772 779 782 1035 1092,8,37.511991,126.910184
365 으뜸,서울 영등포구 디지털로37길 17 1층 101호&#40;대림동&#41;,,0,,0,37.490216,126.898192
복권세계,서울 영등포구 대림로29길 27,,0,982 1020,2,37.494688,126.89672
행운대박복권,서울 영등포구 영신로19길 8-1,482 609 958,3,320 463 753 796 820 840 935 955 955 1014 1031,11,37.514385,126.906754
대박찬스,서울 영등포구 도림로 356 1층복권방,359 795,2,496 500 508 529 573 580 620 636 666 834 1011 1018,12,37.508884,126.900068
대박복권방,서울 용산구 효창원로 262,,0,372 621 644 758 935 1009,6,37.550635,126.963794
하이로또복권방,서울 은평구 응암로 282 모아아파트 상가 103호,,0,366 567 741 870 891 1043 1043 1043 1043 1043,10,37.594417,126.918356
행운복권방,서울 은평구 서오릉로 10,328 525 1033 1134,4,318 366 380 636 699 802 856 1016 1089 1116 1128,11,37.602294,126.926781
제일,서울 종로구 창신5길 6 1층,,0,287 582 791,3,37.573572,127.010987
제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호,351 356 436 496 507 529 640 713 831 835 976 1020 1057 1094 1143 1149,16,287 347 349 350 351 351 351 351 351 351 356 356 356 356 356 356 363 376 394 436 464 466 495 499 500 501 502 503 507 519 530 534 537 545 556 560 568 594 595 609 610 623 629 639 642 645 662 668 694 712 713 713 713 713 713 714 714 716 724 726 731 735 736 752 762 764 808 823 826 844 867 887 897 897 905 906 907 913 913 916 921 921 945 953 959 961 962 988 989 990 992 1000 1001 1002 1007 1010 1010 1011 1012 1017 1018 1024 1037 1044 1044 1060 1064 1089 1109 1113 1118 1121 1132 1134 1141 1145,116,37.571291,127.002831
로또와토토,서울 중구 세종대로18길 10,,0,397 544 838 874 1144,5,37.563694,126.977594
가판 창동역점,서울 도봉구 마들로11길 73 창동역문화마당앞,749 780 859,3,321 380 688 704 820 943 952 956 963 1039 1096 1137,12,37.653225,127.049077
길동방,서울 강동구 진황도로49길 16 3호,739,1,327 413 597 758 770 773 807 827 870 898 957 1129,12,37.534372,127.140831
가판점&&#35;40;종로121호&&#35;41;,"서울 종로구 대학로 110-1 혜화역2번출구 마로니에공원앞&#40;동숭동, 가로판매대&#41;",,0,,0,37.580945,127.002226
가판점,서울 마포구 대흥로 194,,0,931,1,37.556229,126.946096
가로판매점,서울 영등포구 경인로 862,1128,1,522 529 552 784 1022,5,37.51688,126.908419
복권백화점,서울 은평구 연서로29길 7-2 1층,1001,1,309 690 839 841 859 976 995 1023,8,37.618702,126.919139
인터뱅세계주류,서울 강남구 언주로 647,,0,,0,37.514312,127.034859
아셈마트,서울 강남구 영동대로112길 10,,0,736 757 885 895 940 1130 1141,7,37.514981,127.061008
우정,서울 강남구 도산대로49길 8,,0,359 500 728 734 745 816,6,37.523363,127.037409
베스토아,서울 강남구 역삼로 166,675 716 997,3,397 410 504 566 796 979 1007 1089,8,37.494989,127.037263
현대마트,서울 강남구 일원로 45 101호,978 1105,2,315 411 500 659,4,37.489908,127.081518
비디오뱅크,서울 강동구 암사길 18,,0,640 645 694 802 943 1095,6,37.551275,127.131421
OK마트,서울 강동구 진황도로27길 14,,0,1035,1,37.53893,127.131819
안목마트,서울 강북구 한천로 1024,266 633,2,392 580 689 881 885 913 944 950 950 995 1038 1040 1042 1119,14,37.639325,127.028137
화곡본마트,서울 강서구 까치산로4길 3,777,1,606 680 876 935 1003 1045 1052,7,37.542468,126.844121
씨유 개화산역점,서울 강서구 양천로 19 &#40;방화동&#41;,,0,,0,37.567711,126.825645
새로나슈퍼,서울 강서구 강서로5길 16 1층,381 698 901,3,410 512 556 619 642 677 830 838 1018,9,37.528815,126.848052
진영슈퍼,서울 강서구 등촌로 79,913,1,557 709 858 904,4,37.537045,126.8632
강서슈퍼,서울 강서구 공항대로59길 29,,0,325 638 807 807 1124,5,37.552977,126.863467
금강식품,서울 강서구 강서로 207,421 1056,2,347 414 543 567 652 751 847 984 1033 1043 1057 1065 1090 1103 1108,15,37.544372,126.837365
바이더웨이,서울 동대문구 회기로25길 133,,0,,0,37.595488,127.058087
하나로슈퍼,서울 동대문구 고산자로 484,,0,533 539 893 1136,4,37.582742,127.038818
엔마트,서울 동대문구 장한로31길 10,1132,1,502 525 623 651 836,5,37.575423,127.071296
